,Aggregate household income In 1999 Dollars,Airborne,Aircraft,Area Total,Cement,Commercial,Housing units,Industrial,Nonroad,Occupied Housing Units,"Occupied Housing Units: House Heating Fuel: Coal, coke or Wood",Occupied Housing Units: House Heating Fuel: Electricity,"Occupied Housing Units: House Heating Fuel: Fuel oil, kerosene, etc.","Occupied Housing Units: House Heating Fuel: Gas (Utility, Bottled, tank, or LP gas)",Occupied Housing Units: House Heating Fuel: No fuel used,Occupied Housing Units: House Heating Fuel: Other fuel,Occupied Housing Units: House Heating Fuel: Solar energy,Onroad,Residential,Rural,Total Emissions,Total Population,Urban,MSA,CBSA Code
41660,1780941500.0,0.049055421200000005,0.0195153437,2592.125,0.0,0.014539139753659783,44830.0,0.0239214311,0.0163621779,40197.0,164.0,19549.0,31.0,20149.0,195.0,109.0,0.0,0.1599628999,0.016539228766685284,17812.0,0.39183809900000005,105781.0,87969.0,"San Angelo, TX (Metropolitan Statistical Area)",41660
41700,30942869400.0,0.2666869727,0.1060940393,7384.7182,0.47302788670000007,0.28655555029999996,648593.0,0.3942903425,0.2259831766,601265.0,2145.0,311354.0,374.0,284249.0,2146.0,911.0,86.0,2.2879876595,0.126233265,258112.0,8.8647988229,1711703.0,1453591.0,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",41700
41740,62919404700.0,0.3818361357,0.1519029563,4525.515,0.0,1.4239684727000002,1040149.0,0.20015854019999998,0.3943051764,994677.0,10342.0,293147.0,1408.0,673239.0,14153.0,1332.0,1056.0,3.6316785427,0.268065714,109642.0,7.446141684,2813833.0,2704191.0,"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",41740
41860,129448179700.0,0.5788941499,0.2302970414,3424.4206,0.0,0.5450790151,1606853.0,2.0062677721,0.503981889,1551948.0,7878.0,370459.0,2237.0,1149270.0,14120.0,6919.0,1065.0,4.8146215446,1.4387345953,52177.0,12.327484764,4123740.0,4071563.0,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",41860
41940,55583947400.0,0.2524630581,0.1004354511,2694.741,0.2097227058,0.3112163878,595828.0,0.3977202741,0.23591321499999998,581748.0,2928.0,158146.0,610.0,416200.0,2945.0,645.0,274.0,2.1650769116,0.5345191914999999,32695.0,4.2201929374,1735819.0,1703124.0,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",41940
42020,5151291900.0,0.0460453504,0.0183178723,3615.5440000000003,0.0,0.0214917664,102275.0,0.0742078566,0.0466537936,92739.0,2817.0,13734.0,95.0,75326.0,374.0,240.0,153.0,0.30689358780000003,0.057445576,46256.0,0.8046972393,246681.0,200425.0,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",42020
42100,6611082500.0,0.0345277127,0.013735896599999999,607.1577,0.1152984548,0.0529464718,98873.0,0.0342270599,0.0274130799,91139.0,5254.0,16528.0,446.0,67968.0,587.0,243.0,113.0,0.28111616,0.0634308762,38042.0,0.6467693368,255602.0,217560.0,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",42100
42140,3021371100.0,0.0269170446,0.010708200900000001,1910.7879999999998,0.0,0.0381947052,57701.0,0.0929508475,0.014672458000000001,52482.0,1807.0,5100.0,84.0,44470.0,69.0,178.0,774.0,0.2547847632,0.0539590516,31840.0,0.49218707100000003,129292.0,97452.0,"Santa Fe, NM (Metropolitan Statistical Area)",42140
42200,8996895200.0,0.09768313519999999,0.038860537,3789.08,0.0,0.2092317253,142901.0,0.3085467914,0.0609977071,136622.0,1041.0,20145.0,39.0,113494.0,1571.0,203.0,129.0,0.47995516270000005,0.09878121470000001,19555.0,1.3003622268000001,399347.0,379792.0,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",42200
42220,11614860000.0,0.0583964545,0.0232314179,1768.226,0.0,0.044239975599999995,183153.0,0.0363789668,0.058174334800000005,172403.0,8399.0,30177.0,345.0,132434.0,439.0,485.0,124.0,0.6122386271,0.13710341550000002,65658.0,0.9700389134999999,458614.0,392956.0,"Santa Rosa, CA (Metropolitan Statistical Area)",42220
42340,5996027000.0,0.0480421714,0.0191122502,1569.5919999999999,0.0,0.2086208734,122527.0,0.3439139015,0.0739938591,111105.0,385.0,55632.0,452.0,54079.0,508.0,28.0,21.0,0.47248771889999996,0.0635067009,55255.0,1.8660429927999997,293000.0,237745.0,"Savannah, GA (Metropolitan Statistical Area)",42340
42540,10102441000.0,0.0475388852,0.0189120303,1776.4266,0.0,0.16298386029999998,252761.0,0.1395802373,0.0526365369,227667.0,9062.0,35428.0,60308.0,121945.0,336.0,574.0,14.0,0.7333342121,0.3384456226,125938.0,1.619073558,560625.0,434687.0,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",42540
42660,78946482000.0,0.5812228018000001,0.231223437,6309.431,0.1396267859,0.6264333758999999,1255502.0,0.9557675104,0.4381441833,1196568.0,27135.0,593976.0,75492.0,491113.0,2279.0,6445.0,128.0,4.1321960519,0.8033158062999999,186950.0,7.973715073499999,3043878.0,2856928.0,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",42660
42680,3051060200.0,0.07554692240000001,0.0300542549,616.9194,0.0,0.0072354915,57902.0,0.0247973125,0.033450246600000004,49137.0,40.0,46536.0,378.0,1641.0,447.0,70.0,25.0,0.1516112289,0.0037401663,8953.0,0.35629136159999997,112947.0,103994.0,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",42680
43100,2358717500.0,0.026499032599999996,0.010541906399999999,1270.97,0.0,0.0196478938,45947.0,0.10905383380000001,0.0246901219,43545.0,446.0,4334.0,2400.0,36017.0,91.0,253.0,4.0,0.1646535637,0.056303278,32942.0,1.7586435521000001,112646.0,79704.0,"Sheboygan, WI (Metropolitan Statistical Area)",43100
43300,2061553300.0,0.010848475900000001,0.004315767,979.1928,0.0,0.014065735900000001,48315.0,0.0381388887,0.0173795248,42849.0,498.0,18637.0,27.0,23592.0,20.0,69.0,6.0,0.213695573,0.019729851,50796.0,0.3181738162,110595.0,59799.0,"Sherman-Denison, TX (Metropolitan Statistical Area)",43300
43340,7154803100.0,0.057067865999999995,0.0227028728,3313.3932999999997,0.0,0.0432456038,178777.0,0.9789469585000001,0.0615954214,160794.0,1172.0,61313.0,66.0,97578.0,433.0,200.0,32.0,0.6917793634,0.09847304230000001,108487.0,4.501171111100001,417796.0,309309.0,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",43340
43420,1819687000.0,0.0719421316,0.028620188300000002,6218.77,0.0,0.013136776000000001,51126.0,0.0116243087,0.0167733147,43893.0,1147.0,8438.0,55.0,33943.0,65.0,133.0,112.0,0.2819484607,0.0256613832,39532.0,1.2096441935,117755.0,78223.0,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",43420
43580,3131221600.0,0.023054294,0.009171512199999999,2958.5357,0.0,0.0460423596,66820.0,0.2028359724,0.05882821579999999,62958.0,417.0,10951.0,1295.0,49614.0,230.0,447.0,4.0,0.24749473200000002,0.07741282930000001,52752.0,3.3558270786,167902.0,115150.0,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",43580
43620,3800725100.0,0.0548811239,0.0218329354,2586.881,0.0,0.0710398669,75603.0,0.1300100618,0.0602391212,72492.0,244.0,10411.0,2052.0,58378.0,528.0,873.0,6.0,0.2492980701,0.0859770686,51973.0,0.6875415614000001,187093.0,135120.0,"Sioux Falls, SD (Metropolitan Statistical Area)",43620
43780,6114429000.0,0.0312218527,0.0124207518,969.4363000000001,0.0,0.13655231920000002,130897.0,0.1368204317,0.047810674500000004,120419.0,1265.0,12648.0,2884.0,102982.0,215.0,418.0,7.0,0.36720332440000003,0.15195736450000003,61491.0,0.8839867187999999,316663.0,255172.0,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",43780
43900,5137016000.0,0.057381094,0.022827485,1335.06,0.0,0.039893542399999996,120337.0,0.2732485872,0.042909631399999995,109822.0,1433.0,54881.0,12861.0,40108.0,320.0,155.0,64.0,0.47425976979999995,0.054751777300000005,108081.0,0.9652718869999999,283672.0,175591.0,"Spartanburg, SC (Metropolitan Statistical Area)",43900
44060,8712492900.0,0.0795855844,0.0316609238,5746.6720000000005,0.0,0.0864633353,199212.0,0.1266801586,0.0650151084,183267.0,11371.0,63772.0,12920.0,93062.0,389.0,1717.0,36.0,0.5789358213000001,0.15052697820000002,102633.0,1.1188878208,469737.0,367104.0,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",44060
44100,4604512000.0,0.037871517,0.015066135800000002,1192.38,0.0,0.09901201670000001,90744.0,0.040412868,0.0366936713,83595.0,231.0,15835.0,80.0,66964.0,246.0,218.0,21.0,0.3111152168,0.1246938454,37020.0,1.3062767386999998,201437.0,164417.0,"Springfield, IL (Metropolitan Statistical Area)",44100
44140,11923745000.0,0.057065321599999996,0.0227018622,1179.5516,0.0,0.1956738031,244520.0,0.30618367729999996,0.053172929699999996,231279.0,4347.0,37453.0,88381.0,99384.0,579.0,1075.0,60.0,0.7424594285,0.4321589885,86513.0,2.2409487341,608479.0,521966.0,"Springfield, MA (Metropolitan Statistical Area)",44140
44180,6529241600.0,0.042792891400000005,0.017023969400000002,3020.8305,0.0,0.0901148184,156493.0,0.1496456905,0.05877032359999999,145304.0,7066.0,37264.0,476.0,99879.0,183.0,421.0,15.0,0.6124310247,0.1400816572,127065.0,1.9571907805,368374.0,241309.0,"Springfield, MO (Metropolitan Statistical Area)",44180
44220,2780202400.0,0.0219046436,0.0087141579,403.5607,0.0,0.031745647599999996,61056.0,0.0866652543,0.0169056131,56648.0,320.0,6935.0,3142.0,45891.0,94.0,266.0,0.0,0.2241136346,0.0842146726,33897.0,0.47426362369999997,144742.0,110845.0,"Springfield, OH (Metropolitan Statistical Area)",44220
44300,2359255200.0,0.0278779909,0.011090488400000001,1111.851,0.0,0.06308949429999999,53161.0,0.0259841982,0.0227416365,49323.0,3559.0,17925.0,17604.0,9865.0,103.0,261.0,6.0,0.233992277,0.058414937800000004,48436.0,0.4432082245,135758.0,87322.0,"State College, PA (Metropolitan Statistical Area)",44300
44700,9598577100.0,0.0505057592,0.0200923239,1426.25,0.0,0.07547196240000001,189160.0,0.34420403619999995,0.1082023658,181629.0,3433.0,49227.0,262.0,127611.0,530.0,504.0,62.0,0.7932347416,0.1265272506,56064.0,1.5265058014,563598.0,507534.0,"Stockton-Lodi, CA (Metropolitan Statistical Area)",44700
44940,1603236000.0,0.0108888408,0.0043318261,682.0344,0.0,0.0179991215,41751.0,0.076112931,0.013259879799999999,37728.0,435.0,25317.0,2531.0,9205.0,114.0,116.0,10.0,0.1437853838,0.0194575045,40326.0,0.2858354876,104646.0,64320.0,"Sumter, SC (Metropolitan Statistical Area)",44940
45060,12984598300.0,0.072323363,0.028771850600000003,2779.4147,0.0,0.1326914539,278110.0,0.1916391188,0.0780504423,252043.0,5850.0,31602.0,30590.0,181261.0,702.0,1997.0,41.0,0.9164077119,0.3220657996,180439.0,1.9219238922,650154.0,469715.0,"Syracuse, NY (Metropolitan Statistical Area)",45060
45220,6149902600.0,0.0525955318,0.0209236773,2602.6569000000004,0.0,0.0253328383,136748.0,0.0868644981,0.05220765110000001,125533.0,1289.0,91277.0,2676.0,29559.0,618.0,97.0,17.0,0.6981533367999999,0.010896895799999999,100478.0,1.2577642486,320304.0,219826.0,"Tallahassee, FL (Metropolitan Statistical Area)",45220
45300,51455062900.0,0.3126719041,0.124387879,3330.9278000000004,0.25094190920000004,0.7279931994,1143979.0,0.6292908849,0.35764432040000005,1009316.0,1751.0,915231.0,13521.0,70256.0,7581.0,806.0,170.0,3.3425362441000006,0.0849304724,139663.0,11.731247345100002,2395997.0,2256334.0,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",45300
45460,2859286900.0,0.0329582095,0.013111516100000001,1484.8378,0.0,0.0412840475,72509.0,0.47534760789999997,0.0325587715,65795.0,991.0,19235.0,3562.0,41696.0,98.0,207.0,6.0,0.33465232489999996,0.0671677641,67072.0,5.8580055975,170943.0,103871.0,"Terre Haute, IN (Metropolitan Statistical Area)",45460
45500,2353474000.0,0.015602098500000001,0.0062068639,2125.1219,0.1284152928,0.018333353599999998,60625.0,0.7597376318,0.0255492587,54160.0,1127.0,23098.0,50.0,29675.0,128.0,71.0,11.0,0.2945698564,0.0298122491,56238.0,1.2782266051,143377.0,87139.0,"Texarkana, TX-AR (Metropolitan Statistical Area)",45500
45780,12538569600.0,0.0775355705,0.0308453843,1623.7474000000002,0.0,0.1485003627,259959.0,1.4920464575,0.08861583299999999,243499.0,1115.0,33528.0,2937.0,204621.0,417.0,843.0,38.0,0.9095453741,0.3547348035,88448.0,4.1213046944,618203.0,529755.0,"Toledo, OH (Metropolitan Statistical Area)",45780
45820,4486360400.0,0.042359670599999996,0.0168516231,3290.1410000000005,0.0,0.057346095699999995,96404.0,0.1205940782,0.0433940312,89600.0,1525.0,16980.0,160.0,70496.0,93.0,331.0,15.0,0.3792142741,0.1049046092,78855.0,1.2714989095,224551.0,145696.0,"Topeka, KS (Metropolitan Statistical Area)",45820
45940,9580647400.0,0.0431214299,0.017154672,228.8358,0.0,0.162029963,133280.0,0.0095342829,0.044792756100000004,125807.0,153.0,11625.0,23425.0,89583.0,368.0,626.0,27.0,0.4562381241,0.1891677353,14905.0,1.6518313429,350761.0,335856.0,"Trenton, NJ (Metropolitan Statistical Area)",45940
46060,16430214900.0,0.1657097702,0.0659230524,9188.83,0.1242615751,0.074104783,366737.0,0.1564667258,0.1101738981,332350.0,2202.0,117828.0,243.0,210309.0,1334.0,273.0,161.0,1.0291964979000001,0.1548252243,71163.0,2.195879117,843746.0,772583.0,"Tucson, AZ (Metropolitan Statistical Area)",46060
46140,16736482000.0,0.20880999990000002,0.08306928969999999,6460.1916,0.0895372683,0.22102731550000002,366195.0,1.4621405011000002,0.14398767010000002,337215.0,3484.0,79306.0,185.0,252870.0,420.0,852.0,98.0,1.5620652824,0.3108897161,187893.0,7.0910095382,859532.0,671639.0,"Tulsa, OK (Metropolitan Statistical Area)",46140
46220,3544304900.0,0.0261614759,0.010407618799999999,2897.7494,0.0,0.023480122699999998,88705.0,0.2257809865,0.033537692599999995,79018.0,1118.0,39100.0,352.0,38234.0,98.0,116.0,0.0,0.41323678090000004,0.0469107038,83541.0,0.7797287101999999,203009.0,119468.0,"Tuscaloosa, AL (Metropolitan Statistical Area)",46220
46340,3284998100.0,0.044103377199999995,0.017545309199999998,949.4476,0.0,0.035924971,71701.0,0.5391816997,0.0254828539,65692.0,685.0,32982.0,41.0,31744.0,132.0,100.0,8.0,0.3300492584,0.032275510699999996,67482.0,1.0245629802,174706.0,107224.0,"Tyler, TX (Metropolitan Statistical Area)",46340
46520,18744897500.0,0.4514465608,0.0801434541,2126.849,0.0,0.0338973488,315988.0,0.2694113096,0.0781557274,286450.0,165.0,147304.0,212.0,13860.0,121441.0,120.0,3348.0,0.7495970020999999,0.0151675435,14043.0,2.8948322228,876156.0,862113.0,"Urban Honolulu, HI (Metropolitan Statistical Area)",46520
46540,5219543000.0,0.0317569193,0.012633610999999998,2715.4660000000003,0.0,0.0625756353,134829.0,0.0531731741,0.0416601871,116230.0,3938.0,11222.0,31940.0,67770.0,263.0,1076.0,21.0,0.4377076041,0.1553150131,116617.0,0.8142466193,299896.0,183279.0,"Utica-Rome, NY (Metropolitan Statistical Area)",46540
46660,1796211400.0,0.027889164,0.0110949325,1629.0291000000002,0.0,0.012816880777219718,48162.0,0.34506207710000003,0.022077232599999996,42666.0,287.0,28648.0,156.0,13247.0,326.0,2.0,0.0,0.24505302040000002,0.0150260901,51647.0,0.6790193972999999,119560.0,67913.0,"Valdosta, GA (Metropolitan Statistical Area)",46660
46700,8377906600.0,0.0374551068,0.0149004794,906.671,0.0,0.1020479666,134513.0,0.3768268684,0.055092058799999996,130403.0,1414.0,31579.0,94.0,96699.0,244.0,304.0,69.0,0.46756675439999995,0.1095588972,16439.0,1.1656413081,394542.0,378103.0,"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",46700
47220,2403548100.0,0.011668986000000001,0.0046421844,676.592,0.0,0.0380930169,52863.0,0.007803098100000001,0.0260605837,49143.0,355.0,4454.0,20088.0,23711.0,201.0,328.0,6.0,0.1482536045,0.078229445,29102.0,0.31507683670000003,146438.0,117336.0,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",47220
47260,27676219000.0,0.19193471822491648,0.07635592562581486,3449.4738099999995,0.0,0.2646253937,574071.0,1.3497872452,0.17405333199999998,534772.0,3791.0,247327.0,45246.0,234295.0,2065.0,1883.0,165.0,1.6676404572,0.3905857738,126666.0,5.2488136892,1452094.0,1325428.0,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",47260
47300,5073480400.0,0.0392031588,0.0155958904,4839.089,0.0,0.0502967687,119639.0,0.1435175776,0.052266054699999995,110385.0,3138.0,17198.0,137.0,88806.0,434.0,649.0,23.0,0.497569996,0.0804908067,69295.0,0.8789637331999999,368021.0,298726.0,"Visalia-Porterville, CA (Metropolitan Statistical Area)",47300
47380,3843888200.0,0.0494340817,0.0196659852,1834.0329000000002,0.0139289719,0.0348702364,92453.0,0.0604259776,0.033386133400000004,85355.0,391.0,42211.0,53.0,42435.0,143.0,105.0,17.0,0.4148431551,0.0057385414,63763.0,1.1442449398,232093.0,168330.0,"Waco, TX (Metropolitan Statistical Area)",47380
47580,2627187900.0,0.004860273924972767,0.0019335267692874563,781.1747,0.0,0.0122871471,57546.0,0.0807321501,0.021764844,52754.0,331.0,33180.0,97.0,18925.0,176.0,38.0,7.0,0.2688296982,0.021630925599999996,30697.0,0.4644870911,144021.0,113324.0,"Warner Robins, GA (Metropolitan Statistical Area)",47580
47900,98985070500.0,0.55897511,0.22237279899999998,5478.595150000001,0.035730350699999996,0.8453956277999999,1378123.0,0.5198596853,0.47141934509999994,1302981.0,11219.0,448231.0,120155.0,713331.0,5202.0,4604.0,239.0,4.4503187693,1.3181086791,354575.0,13.505623393100002,3399892.0,3045317.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",47900
47940,3040798200.0,0.0173644256,0.006907957199999999,1514.0569,0.0,0.044462646999999994,66400.0,0.10099632150000001,0.042290797399999996,63527.0,352.0,8579.0,1089.0,53153.0,161.0,186.0,7.0,0.23193345810000002,0.0819944182,47751.0,0.5428817815,163706.0,115955.0,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",47940
48060,1683478300.0,0.0193687425,0.0077053194,1857.078,0.0,0.0177506862,54070.0,0.015536398799999998,0.0337148304,40068.0,2296.0,5963.0,11548.0,19723.0,169.0,369.0,0.0,0.1730621316,0.0478908537,58841.0,0.327359594,111738.0,52897.0,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",48060
48140,2581646500.0,0.0310040852,0.0123341178,1576.141,0.0,0.0427610767,50360.0,0.1675020983,0.0317534312,47702.0,3053.0,4130.0,5639.0,34589.0,86.0,193.0,12.0,0.22015308260000002,0.0644850318,56500.0,1.5675727244,125834.0,69334.0,"Wausau, WI (Metropolitan Statistical Area)",48140
48260,2209191600.0,0.0043379646,0.0017257394,591.48667,0.0,0.0254342385,59169.0,0.447442972,0.013390129300000001,54491.0,776.0,10495.0,8897.0,34055.0,61.0,198.0,9.0,0.15327077149999999,0.0690249736,51360.0,6.7229613779,132008.0,80648.0,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",48260
48540,2510433300.0,0.026103158799999998,0.010384420500000002,962.4286,0.0,0.029170313200000002,69216.0,0.0758188212,0.0133303017,62249.0,2008.0,13327.0,5714.0,40764.0,101.0,315.0,20.0,0.2677903463,0.07299684149999999,60603.0,4.0889659393999995,153172.0,92569.0,"Wheeling, WV-OH (Metropolitan Statistical Area)",48540
48620,11745695300.0,0.1182509377,0.047042871,5047.820599999999,0.0,0.134949767,242416.0,0.8877222106,0.1344569156,223811.0,1290.0,52916.0,203.0,168709.0,201.0,426.0,66.0,0.7640418859,0.24535729799999997,97430.0,2.4728124776000002,579839.0,482409.0,"Wichita, KS (Metropolitan Statistical Area)",48620
48660,2463043500.0,0.029816986099999998,0.0118618631,2674.9705999999996,0.0,0.019359555500000004,62167.0,0.043809519400000003,0.021581057,56109.0,166.0,22628.0,41.0,33043.0,109.0,110.0,12.0,0.2400461161,0.0307749133,25405.0,0.3972500105,151524.0,126119.0,"Wichita Falls, TX (Metropolitan Statistical Area)",48660
48700,2022998100.0,0.009077436099999999,0.0036112068,1243.768,0.0,0.032410405499999996,52464.0,0.0472564358,0.015097033999999999,47003.0,3306.0,7552.0,22164.0,13732.0,116.0,133.0,0.0,0.1667463466,0.0723840812,43133.0,0.346582946,120044.0,76911.0,"Williamsport, PA (Metropolitan Statistical Area)",48700
48900,4377679700.0,0.0361483379,0.014380618999999999,1260.5584,0.0,0.0294544029,100414.0,0.1667641841,0.0386920264,84237.0,558.0,65700.0,3384.0,14118.0,321.0,99.0,57.0,0.2689543138,0.022774814,45118.0,1.3109713544000001,201389.0,156271.0,"Wilmington, NC (Metropolitan Statistical Area)",48900
49180,11881012100.0,0.0227879577,0.0090655613,2039.9506999999999,0.0,0.0682216536,245561.0,0.1869789162,0.0697394445,227841.0,4834.0,120860.0,45472.0,55251.0,735.0,562.0,127.0,1.0245061053000002,0.1415209986,205041.0,5.5113678408,569207.0,364166.0,"Winston-Salem, NC (Metropolitan Statistical Area)",49180
49340,19173802500.0,0.0947506966,0.0376939439,2100.4854,0.0,0.2940907255,342118.0,0.6166233570999999,0.1094374115,325069.0,6931.0,44782.0,171622.0,99544.0,851.0,1256.0,83.0,1.2307582865,0.6072377884,197607.0,3.8254355606000003,860054.0,662447.0,"Worcester, MA-CT (Metropolitan Statistical Area)",49340
49420,3381989900.0,0.0260768964,0.0103739726,4311.607,0.0,0.0276518735,79174.0,0.038207661600000005,0.027012538500000002,73993.0,5166.0,41328.0,4649.0,22063.0,194.0,563.0,30.0,0.25969307,0.0384581882,63941.0,0.42747420090000005,222581.0,158640.0,"Yakima, WA (Metropolitan Statistical Area)",49420
49620,7934307500.0,0.0332085184,0.0132110921,910.2543,0.0175116743,0.09199671390000001,156720.0,0.2931797171,0.0597506619,148219.0,4675.0,23885.0,35768.0,83093.0,258.0,486.0,54.0,0.4332652474,0.2034347527,109436.0,3.3190797568,381751.0,272315.0,"York-Hanover, PA (Metropolitan Statistical Area)",49620
49660,11102522700.0,0.0519329323,0.020660083499999995,1740.6748,0.0,0.1404638271,256738.0,0.3335167881,0.0703983969,238319.0,2901.0,22460.0,16841.0,193569.0,511.0,2013.0,24.0,0.8673048962000001,0.34458423289999995,154692.0,2.1704725678999996,602964.0,448272.0,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",49660
49700,2189972500.0,0.028370603999999997,0.011286463600000001,1252.3148,0.0,0.2441305776,50955.0,0.0369682095,0.028676338099999997,47568.0,2693.0,12559.0,108.0,31914.0,111.0,162.0,21.0,0.17489889339999998,0.0308192574,29921.0,0.9375206710999999,139149.0,109228.0,"Yuba City, CA (Metropolitan Statistical Area)",49700
49740,2313153700.0,0.0881986257,0.0350873851,5518.959,0.0,0.0136380871,74140.0,0.011047656999999999,0.0263392246,53848.0,152.0,31307.0,98.0,20526.0,1665.0,64.0,36.0,0.2365289934,0.0158577883,20935.0,0.4780137003,160026.0,139091.0,"Yuma, AZ (Metropolitan Statistical Area)",49740
